date, IPclient, PORTclient, IPserver, PORTserver, nproccess, interval, transferred_bytes, bits/s
20201111223201,10.0.0.1,33757,10.0.0.9,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.6,57860,10.0.0.8,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.2,42122,10.0.0.8,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.3,37089,10.0.0.8,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.10,43470,10.0.0.8,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.5,50202,10.0.0.9,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.4,58771,10.0.0.9,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.8,51128,10.0.0.9,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.3,43185,10.0.0.9,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.11,54300,10.0.0.9,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.10,44158,10.0.0.9,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.6,41384,10.0.0.9,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.4,46100,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.1,33667,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.3,60563,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.6,43741,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.11,43179,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.7,42296,10.0.0.9,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.2,54118,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.0,46778,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.0,60356,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.4,34473,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.8,35722,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.5,38524,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.9,35097,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.6,53720,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.5,54400,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.7,41531,10.0.0.10,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.7,58623,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.8,58349,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.2,57804,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.9,56964,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.10,51761,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.3,39602,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223201,10.0.0.1,39168,10.0.0.11,5201,3,4.0-5.0,1470,11760
20201111223202,10.0.0.4,52445,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.2,50527,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.0,50765,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,37020,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,35334,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.7,38963,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,45934,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,47823,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,58572,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.0,42141,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,45779,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,37923,10.0.0.1,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,55505,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.4,38658,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,53611,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.7,38785,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,49098,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,46919,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,58586,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,59627,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,35307,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,38021,10.0.0.2,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,57607,10.0.0.3,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.2,45510,10.0.0.3,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.0,33813,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,51730,10.0.0.3,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,49039,10.0.0.3,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,59707,10.0.0.3,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,51840,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,60230,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,57527,10.0.0.3,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,52528,10.0.0.3,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,37455,10.0.0.3,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,43336,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,50596,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.7,45920,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,55313,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,44351,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,36466,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,48544,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,46860,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.0,53465,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.2,41292,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,37283,10.0.0.4,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,46269,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.7,47676,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,41829,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,41947,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.4,37975,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,49036,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,37834,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.4,57981,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.0,52502,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,49238,10.0.0.5,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,46280,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.7,60565,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,38800,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,48389,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,40184,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.0,56706,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,40480,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,53229,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,33771,10.0.0.6,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.2,43373,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,49337,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,49341,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,36790,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,45243,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,37172,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.4,54393,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.4,57187,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,46467,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,51014,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,46738,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.7,56731,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,44999,10.0.0.7,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,51371,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.0,37838,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.2,56838,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,48431,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,43185,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,57860,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,37089,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.2,42122,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,33757,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,41384,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,43470,10.0.0.8,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,50202,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,51128,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.4,58771,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,44158,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,54300,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.4,46100,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,33667,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,60563,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,43741,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.11,43179,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.2,54118,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.0,46778,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.7,42296,10.0.0.9,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.4,34473,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.0,60356,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,38524,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,35097,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,35722,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.6,53720,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.5,54400,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.7,41531,10.0.0.10,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.8,58349,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.7,58623,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.2,57804,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.9,56964,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.1,39168,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.3,39602,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223202,10.0.0.10,51761,10.0.0.11,5201,3,5.0-6.0,1470,11760
20201111223203,10.0.0.0,50765,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.4,52445,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,47823,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.7,38963,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,50527,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,45779,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,37020,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.8,35334,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,45934,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,42141,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,58572,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.11,37923,10.0.0.1,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.4,38658,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,55505,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.1,46919,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,58586,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,53611,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.7,38785,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,49098,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.8,59627,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,35307,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.11,38021,10.0.0.2,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,49039,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.4,52888,10.0.0.3,5201,3,5.0-6.0,0,0
20201111223203,10.0.0.7,37651,10.0.0.3,5201,3,5.0-6.0,2940,23520
20201111223203,10.0.0.1,57607,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,53975,10.0.0.3,5201,3,5.0-6.0,2940,23520
20201111223203,10.0.0.8,59707,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,45510,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.11,52528,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,37455,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,33813,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,57527,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,51730,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,58541,10.0.0.4,5201,3,5.0-6.0,2940,23520
20201111223203,10.0.0.1,51840,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,60230,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.7,45920,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,55313,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,36466,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.8,50596,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,43336,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,37283,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.11,44351,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,41292,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.1,46860,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,53465,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,48544,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,41947,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,46269,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.7,47676,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.11,41829,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.4,37975,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,37834,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.8,49238,10.0.0.5,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.1,49036,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,35125,10.0.0.6,5201,3,5.0-6.0,2940,23520
20201111223203,10.0.0.4,57981,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,52502,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,48389,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,38800,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.7,60565,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.8,40184,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,46280,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,56706,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,45243,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,43373,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,53229,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.8,49341,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,49337,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.4,54393,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,45220,10.0.0.8,5201,3,5.0-6.0,2940,23520
20201111223203,10.0.0.11,40480,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,33771,10.0.0.6,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.1,46467,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,36790,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.4,57187,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,37172,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.11,51014,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,46738,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,57860,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,37089,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.7,56731,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.1,44999,10.0.0.7,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.11,51371,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,37838,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,56838,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,48431,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,43470,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,41384,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,42122,10.0.0.8,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,43185,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.4,58771,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.1,33757,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,50202,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,44158,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.8,51128,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.11,54300,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,38524,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.1,33667,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,43741,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.4,46100,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.7,42296,10.0.0.9,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,60563,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.11,43179,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,54118,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,46778,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.8,35722,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.8,58349,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.0,60356,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,35097,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.7,41531,10.0.0.10,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.4,34473,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.6,53720,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.10,51761,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.5,54400,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.2,57804,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.1,39168,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.3,39602,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.9,56964,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223203,10.0.0.7,58623,10.0.0.11,5201,3,6.0-7.0,1470,11760
20201111223204,10.0.0.3,37020,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.0,50765,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.5,47823,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.6,45779,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.4,52445,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.10,45934,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.7,38963,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.9,58572,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.2,50527,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.11,37923,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.8,35334,10.0.0.1,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.0,42141,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.1,46919,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.4,38658,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.6,49098,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.3,55505,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.8,59627,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.7,38785,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.5,53611,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.9,58586,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.10,35307,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.1,57607,10.0.0.3,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.2,45510,10.0.0.3,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.11,38021,10.0.0.2,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.5,51730,10.0.0.3,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.4,52888,10.0.0.3,5201,3,6.0-7.0,0,0
20201111223204,10.0.0.6,49039,10.0.0.3,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.0,53975,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223204,10.0.0.8,59707,10.0.0.3,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.10,37455,10.0.0.3,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.11,52528,10.0.0.3,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.9,57527,10.0.0.3,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.0,33813,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.3,60230,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.2,58541,10.0.0.4,5201,3,6.0-7.0,1470,11760
20201111223204,10.0.0.7,37651,10.0.0.3,5201,3,6.0-7.0,1470,11760
20201111223204,10.0.0.1,51840,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.7,45920,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.6,43336,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.9,55313,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.0,53465,10.0.0.5,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.8,50596,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.5,36466,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.11,44351,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.10,37283,10.0.0.4,5201,3,7.0-8.0,1470,11760
20201111223204,10.0.0.7,47676,10.0.0.5,5201,3,7.0-8.0,1470,11760
